"ensembl_gene_id","entrezgene_id","hgnc_symbol"
"ENSG00000187531",51547,"SIRT7"
"ENSG00000187555",7874,"USP7"
"ENSG00000187559",286380,"FOXD4L3"
"ENSG00000187595",201181,"ZNF385C"
"ENSG00000187607",57335,"ZNF286A"
"ENSG00000187626",387032,"ZKSCAN4"
"ENSG00000187735",6917,"TCEA1"
"ENSG00000187754",280658,"SSX7"
"ENSG00000187772",389421,"LIN28B"
"ENSG00000187792",7621,"ZNF70"
"ENSG00000187801",65243,"ZFP69B"
"ENSG00000187815",339559,"ZFP69"
"ENSG00000187821",391723,"HELT"
"ENSG00000187837",3006,"H1-2"
"ENSG00000187855",121549,"ASCL4"
"ENSG00000187959",642843,"CPSF4L"
"ENSG00000187987",222696,"ZSCAN23"
"ENSG00000188033",57474,"ZNF490"
"ENSG00000188070",65998,"ZFTA"
"ENSG00000188095",145873,"MESP2"
"ENSG00000188171",199777,"ZNF626"
"ENSG00000188177",376940,"ZC3H6"
"ENSG00000188227",390927,"ZNF793"
"ENSG00000188283",163087,"ZNF383"
"ENSG00000188290",57801,"HES4"
"ENSG00000188295",79862,"ZNF669"
"ENSG00000188313",5359,"PLSCR1"
"ENSG00000188321",84527,"ZNF559"
"ENSG00000188342",2963,"GTF2F2"
"ENSG00000188529",10772,"SRSF10"
"ENSG00000188620",340784,"HMX3"
"ENSG00000188629",7730,"ZNF177"
"ENSG00000188706",51114,"ZDHHC9"
"ENSG00000188779",390598,"SKOR1"
"ENSG00000188785",147694,"ZNF548"
"ENSG00000188786",4520,"MTF1"
"ENSG00000188816",3167,"HMX2"
"ENSG00000188868",147837,"ZNF563"
"ENSG00000188909",390259,"BSX"
"ENSG00000188986",25920,"NELFB"
"ENSG00000188994",23036,"ZNF292"
"ENSG00000189042",163081,"ZNF567"
"ENSG00000189060",3005,"H1-0"
"ENSG00000189067",9516,"LITAF"
"ENSG00000189079",196528,"ARID2"
"ENSG00000189120",80320,"SP6"
"ENSG00000189134",222698,"NKAPL"
"ENSG00000189144",126231,"ZNF573"
"ENSG00000189164",84503,"ZNF527"
"ENSG00000189180",7581,"ZNF33A"
"ENSG00000189190",162966,"ZNF600"
"ENSG00000189266",55629,"PNRC2"
"ENSG00000189298",80317,"ZKSCAN3"
"ENSG00000189299",139628,"FOXR2"
"ENSG00000189403",3146,"HMGB1"
"ENSG00000189420",139735,"ZFP92"
"ENSG00000196081",440519,"ZNF724"
"ENSG00000196092",5079,"PAX5"
"ENSG00000196109",163223,"ZNF676"
"ENSG00000196110",374879,"ZNF699"
"ENSG00000196126",3123,"HLA-DRB1"
"ENSG00000196132",4661,"MYT1"
"ENSG00000196150",58500,"ZNF250"
"ENSG00000196152",7633,"ZNF79"
"ENSG00000196172",148213,"ZNF681"
"ENSG00000196189",64218,"SEMA4A"
"ENSG00000196199",54737,"MPHOSPH8"
"ENSG00000196208",9687,"GREB1"
"ENSG00000196214",90321,"ZNF766"
"ENSG00000196233",84458,"LCOR"
"ENSG00000196235",6829,"SUPT5H"
"ENSG00000196247",51427,"ZNF107"
"ENSG00000196263",57573,"ZNF471"
"ENSG00000196267",162962,"ZNF836"
"ENSG00000196268",284443,"ZNF493"
"ENSG00000196275",84163,"GTF2IRD2"
"ENSG00000196284",8464,"SUPT3H"
"ENSG00000196313",9883,"POM121"
"ENSG00000196323",29068,"ZBTB44"
"ENSG00000196345",55888,"ZKSCAN7"
"ENSG00000196350",100287226,"ZNF729"
"ENSG00000196357",147929,"ZNF565"
"ENSG00000196363",11091,"WDR5"
"ENSG00000196367",8295,"TRRAP"
"ENSG00000196378",80778,"ZNF34"
"ENSG00000196381",NA,"ZNF781"
"ENSG00000196387",7699,"ZNF140"
"ENSG00000196391",342132,"ZNF774"
"ENSG00000196417",91661,"ZNF765"
"ENSG00000196418",7678,"ZNF124"
"ENSG00000196419",2547,"XRCC6"
"ENSG00000196428",9819,"TSC22D2"
"ENSG00000196437",148266,"ZNF569"
"ENSG00000196453",27153,"ZNF777"
"ENSG00000196456",285971,"ZNF775"
"ENSG00000196458",100289635,"ZNF605"
"ENSG00000196460",731220,"RFX8"
"ENSG00000196466",90576,"ZNF799"
"ENSG00000196470",6477,"SIAH1"
"ENSG00000196482",2104,"ESRRG"
"ENSG00000196498",9612,"NCOR2"
"ENSG00000196507",85012,"TCEAL3"
"ENSG00000196576",23654,"PLXNB2"
"ENSG00000196588",57591,"MRTFA"
"ENSG00000196591",3066,"HDAC2"
"ENSG00000196597",158431,"ZNF782"
"ENSG00000196605",162993,"ZNF846"
"ENSG00000196628",6925,"TCF4"
"ENSG00000196646",7695,"ZNF136"
"ENSG00000196652",23660,"ZKSCAN5"
"ENSG00000196653",91392,"ZNF502"
"ENSG00000196670",643836,"ZFP62"
"ENSG00000196693",7582,"ZNF33B"
"ENSG00000196700",57473,"ZNF512B"
"ENSG00000196705",170959,"ZNF431"
"ENSG00000196724",147686,"ZNF418"
"ENSG00000196757",90592,"ZNF700"
"ENSG00000196767",5456,"POU3F4"
"ENSG00000196781",7088,"TLE1"
"ENSG00000196782",55534,"MAML3"
"ENSG00000196792",29966,"STRN3"
"ENSG00000196793",8187,"ZNF239"
"ENSG00000196812",80345,"ZSCAN16"
"ENSG00000196843",10865,"ARID5A"
"ENSG00000196867",140612,"ZFP28"
"ENSG00000196924",2316,"FLNA"
"ENSG00000196946",440077,"ZNF705A"
"ENSG00000196950",57181,"SLC39A10"
"ENSG00000196967",199704,"ZNF585A"
"ENSG00000197008",7697,"ZNF138"
"ENSG00000197013",353088,"ZNF429"
"ENSG00000197016",388566,"ZNF470"
"ENSG00000197019",29950,"SERTAD1"
"ENSG00000197020",163227,"ZNF100"
"ENSG00000197024",57541,"ZNF398"
"ENSG00000197037",221785,"ZSCAN25"
"ENSG00000197044",126068,"ZNF441"
"ENSG00000197050",147923,"ZNF420"
"ENSG00000197054",284390,"ZNF763"
"ENSG00000197062",7741,"ZSCAN26"
"ENSG00000197063",4097,"MAFG"
"ENSG00000197111",5094,"PCBP2"
"ENSG00000197114",84619,"ZGPAT"
"ENSG00000197123",168417,"ZNF679"
"ENSG00000197124",91120,"ZNF682"
"ENSG00000197128",400720,"ZNF772"
"ENSG00000197134",113835,"ZNF257"
"ENSG00000197157",27044,"SND1"
"ENSG00000197162",146540,"ZNF785"
"ENSG00000197170",5718,"PSMD12"
"ENSG00000197177",84435,"ADGRA1"
"ENSG00000197208",6583,"SLC22A4"
"ENSG00000197213",342933,"ZSCAN5B"
"ENSG00000197223",10438,"C1D"
"ENSG00000197256",25959,"KANK2"
"ENSG00000197265",2961,"GTF2E2"
"ENSG00000197275",25788,"RAD54B"
"ENSG00000197279",7718,"ZNF165"
"ENSG00000197299",641,"BLM"
"ENSG00000197302",124411,"KRBOX5"
"ENSG00000197323",51592,"TRIM33"
"ENSG00000197343",79027,"ZNF655"
"ENSG00000197360",148198,"ZNF98"
"ENSG00000197362",136051,"ZNF786"
"ENSG00000197363",340385,"ZNF517"
"ENSG00000197372",171392,"ZNF675"
"ENSG00000197385",344787,"ZNF860"
"ENSG00000197386",3064,"HTT"
"ENSG00000197451",3182,"HNRNPAB"
"ENSG00000197472",57116,"ZNF695"
"ENSG00000197483",89887,"ZNF628"
"ENSG00000197497",79788,"ZNF665"
"ENSG00000197566",57547,"ZNF624"
"ENSG00000197576",3201,"HOXA4"
"ENSG00000197579",10210,"TOPORS"
"ENSG00000197587",127343,"DMBX1"
"ENSG00000197608",284371,"ZNF841"
"ENSG00000197619",284370,"ZNF615"
"ENSG00000197647",163059,"ZNF433"
"ENSG00000197714",10794,"ZNF460"
"ENSG00000197724",5253,"PHF2"
"ENSG00000197757",3223,"HOXC6"
"ENSG00000197774",197342,"EME2"
"ENSG00000197779",347344,"ZNF81"
"ENSG00000197780",6884,"TAF13"
"ENSG00000197782",284323,"ZNF780A"
"ENSG00000197808",92283,"ZNF461"
"ENSG00000197841",339318,"ZNF181"
"ENSG00000197857",51710,"ZNF44"
"ENSG00000197863",388536,"ZNF790"
"ENSG00000197870",5544,"PRB3"
"ENSG00000197905",7004,"TEAD4"
"ENSG00000197921",388585,"HES5"
"ENSG00000197928",342926,"ZNF677"
"ENSG00000197933",55552,"ZNF823"
"ENSG00000197935",282890,"ZNF311"
"ENSG00000197937",84671,"ZNF347"
"ENSG00000197951",58491,"ZNF71"
"ENSG00000197961",7675,"ZNF121"
"ENSG00000197976",8227,"AKAP17A"
"ENSG00000198026",63925,"ZNF335"
"ENSG00000198028",147741,"ZNF560"
"ENSG00000198039",10793,"ZNF273"
"ENSG00000198040",7637,"ZNF84"
"ENSG00000198046",63934,"ZNF667"
"ENSG00000198081",7541,"ZBTB14"
"ENSG00000198083",81870,"KRTAP9-9"
"ENSG00000198093",65251,"ZNF649"
"ENSG00000198105",57209,"ZNF248"
"ENSG00000198131",27300,"ZNF544"
"ENSG00000198146",54989,"ZNF770"
"ENSG00000198157",79366,"HMGN5"
"ENSG00000198160",57708,"MIER1"
"ENSG00000198169",90987,"ZNF251"
"ENSG00000198176",7027,"TFDP1"
"ENSG00000198182",84775,"ZNF607"
"ENSG00000198185",55713,"ZNF334"
"ENSG00000198205",7789,"ZXDA"
"ENSG00000198265",9931,"HELZ"
"ENSG00000198298",220992,"ZNF485"
"ENSG00000198300",5178,"PEG3"
"ENSG00000198315",7745,"ZKSCAN8"
"ENSG00000198342",79973,"ZNF442"
"ENSG00000198346",126017,"ZNF813"
"ENSG00000198353",3221,"HOXC4"
"ENSG00000198363",444,"ASPH"
"ENSG00000198393",7574,"ZNF26"
"ENSG00000198429",7620,"ZNF69"
"ENSG00000198440",147949,"ZNF583"
"ENSG00000198453",374900,"ZNF568"
"ENSG00000198455",158586,"ZXDB"
"ENSG00000198464",147657,"ZNF480"
"ENSG00000198466",84914,"ZNF587"
"ENSG00000198482",388558,"ZNF808"
"ENSG00000198502",3127,"HLA-DRB5"
"ENSG00000198517",7975,"MAFK"
"ENSG00000198521",7594,"ZNF43"
"ENSG00000198522",11321,"GPN1"
"ENSG00000198538",7576,"ZNF28"
"ENSG00000198546",118472,"ZNF511"
"ENSG00000198551",199692,"ZNF627"
"ENSG00000198554",11169,"WDHD1"
"ENSG00000198556",285989,"ZNF789"
"ENSG00000198561",1500,"CTNND1"
"ENSG00000198576",23237,"ARC"
"ENSG00000198597",9745,"ZNF536"
"ENSG00000198604",11177,"BAZ1A"
"ENSG00000198625",4194,"MDM4"
"ENSG00000198633",147658,"ZNF534"
"ENSG00000198646",23054,"NCOA6"
"ENSG00000198715",112770,"GLMP"
"ENSG00000198728",8861,"LDB1"
"ENSG00000198730",9646,"CTR9"
"ENSG00000198740",22834,"ZNF652"
"ENSG00000198753",5365,"PLXNB3"
"ENSG00000198783",91603,"ZNF830"
"ENSG00000198791",29883,"CNOT7"
"ENSG00000198795",25925,"ZNF521"
"ENSG00000198807",5083,"PAX9"
"ENSG00000198815",22887,"FOXJ3"
"ENSG00000198816",140467,"ZNF358"
"ENSG00000198824",283489,"CHAMP1"
"ENSG00000198830",3151,"HMGN2"
"ENSG00000198839",11179,"ZNF277"
"ENSG00000198846",9760,"TOX"
"ENSG00000198879",57713,"SFMBT2"
"ENSG00000198881",142689,"ASB12"
"ENSG00000198911",6721,"SREBF2"
"ENSG00000198914",5455,"POU3F3"
"ENSG00000198939",80108,"ZFP2"
"ENSG00000198945",84456,"L3MBTL3"
"ENSG00000198963",6096,"RORB"
"ENSG00000203326",170958,"ZNF525"
"ENSG00000203485",64423,"INF2"
"ENSG00000203780",92565,"FANK1"
"ENSG00000203867",282996,"RBM20"
"ENSG00000203883",54345,"SOX18"
"ENSG00000203989",727940,"RHOXF2B"
"ENSG00000204060",100132074,"FOXO6"
"ENSG00000204065",340543,"TCEAL5"
"ENSG00000204086",29935,"RPA4"
"ENSG00000204103",9935,"MAFB"
"ENSG00000204209",1616,"DAXX"
"ENSG00000204219",6920,"TCEA3"
"ENSG00000204227",6015,"RING1"
"ENSG00000204231",6257,"RXRB"
"ENSG00000204256",6046,"BRD2"
"ENSG00000204278",283999,"TMEM235"
"ENSG00000204301",4855,"NOTCH4"
"ENSG00000204304",5089,"PBX2"
"ENSG00000204335",389058,"SP5"
"ENSG00000204356",7936,"NELFE"
"ENSG00000204366",221527,"ZBTB12"
"ENSG00000204371",10919,"EHMT2"
"ENSG00000204498",4795,"NFKBIL1"
"ENSG00000204514",730051,"ZNF814"
"ENSG00000204519",90233,"ZNF551"
"ENSG00000204524",390980,"ZNF805"
"ENSG00000204531",5460,"POU5F1"
"ENSG00000204532",649137,"ZSCAN5C"
"ENSG00000204569",5514,"PPP1R10"
"ENSG00000204576",80742,"PRR3"
"ENSG00000204595",503834,"DPRX"
"ENSG00000204599",56658,"TRIM39"
"ENSG00000204604",90333,"ZNF468"
"ENSG00000204610",89870,"TRIM15"
"ENSG00000204611",90317,"ZNF616"
"ENSG00000204612",442425,"FOXB2"
"ENSG00000204613",10107,"TRIM10"
"ENSG00000204614",135644,"TRIM40"
"ENSG00000204616",11074,"TRIM31"
"ENSG00000204624",57540,"DISP3"
"ENSG00000204644",346171,"ZFP57"
"ENSG00000204713",5987,"TRIM27"
"ENSG00000204779",653427,"FOXD4L5"
"ENSG00000204842",6311,"ATXN2"
"ENSG00000204859",3104,"ZBTB48"
"ENSG00000204920",7711,"ZNF155"
"ENSG00000204946",100289678,"ZNF783"
"ENSG00000204947",155054,"ZNF425"
"ENSG00000204977",10206,"TRIM13"
"ENSG00000205038",93035,"PKHD1L1"
"ENSG00000205143",138715,"ARID3C"
"ENSG00000205189",65986,"ZBTB10"
"ENSG00000205213",55366,"LGR4"
"ENSG00000205250",1874,"E2F4"
"ENSG00000205323",84324,"SARNP"
"ENSG00000205531",4676,"NAP1L4"
"ENSG00000205581",3150,"HMGN1"
"ENSG00000205609",728689,"EIF3CL"
"ENSG00000205683",8110,"DPF3"
"ENSG00000205857",360030,"NANOGNB"
"ENSG00000205899",727857,"BHLHA9"
"ENSG00000205903",100131017,"ZNF316"
"ENSG00000205922",390874,"ONECUT3"
"ENSG00000205927",10215,"OLIG2"
"ENSG00000205937",10921,"RNPS1"
"ENSG00000206538",389136,"VGLL3"
"ENSG00000206561",8292,"COLQ"
"ENSG00000211460",7247,"TSN"
"ENSG00000211899",NA,"IGHM"
"ENSG00000212993",5462,"POU5F1B"
"ENSG00000213015",51157,"ZNF580"
"ENSG00000213020",81856,"ZNF611"
"ENSG00000213024",23636,"NUP62"
"ENSG00000213096",9534,"ZNF254"
"ENSG00000213145",1396,"CRIP1"
"ENSG00000213190",10962,"MLLT11"
"ENSG00000213246",6827,"SUPT4H1"
"ENSG00000213347",83463,"MXD3"
"ENSG00000213523",10011,"SRA1"
"ENSG00000213588",221504,"ZBTB9"
"ENSG00000213676",1388,"ATF6B"
"ENSG00000213762",7693,"ZNF134"
"ENSG00000213780",2968,"GTF2H4"
"ENSG00000213793",388559,"ZNF888"
"ENSG00000213799",91664,"ZNF845"
"ENSG00000213921",342900,"LEUTX"
"ENSG00000213928",10379,"IRF9"
"ENSG00000213967",730087,"ZNF726"
"ENSG00000213973",7652,"ZNF99"
"ENSG00000213977",30851,"TAX1BP3"
"ENSG00000213988",7643,"ZNF90"
"ENSG00000213999",4207,"MEF2B"
"ENSG00000214022",29803,"REPIN1"
"ENSG00000214029",101060200,"ZNF891"
"ENSG00000214114",26292,"MYCBP"
"ENSG00000214336",344167,"FOXI3"
"ENSG00000214513",344022,"NOTO"
"ENSG00000214534",NA,"ZNF705EP"
"ENSG00000214652",442319,"ZNF727"
"ENSG00000214717",9189,"ZBED1"
"ENSG00000215021",11331,"PHB2"
"ENSG00000215301",1654,"DDX3X"
"ENSG00000215343",728957,"ZNF705D"
"ENSG00000215356",100132396,"ZNF705B"
"ENSG00000215372",100131980,"ZNF705G"
"ENSG00000215397",85508,"SCRT2"
"ENSG00000215421",55628,"ZNF407"
"ENSG00000215474",652991,"SKOR2"
"ENSG00000215612",3166,"HMX1"
"ENSG00000217236",100131390,"SP9"
"ENSG00000218823",56903,"PAPOLB"
"ENSG00000218891",163033,"ZNF579"
"ENSG00000220201",100125288,"ZGLP1"
"ENSG00000221818",64641,"EBF2"
"ENSG00000221869",1052,"CEBPD"
"ENSG00000221923",400713,"ZNF880"
"ENSG00000221926",10626,"TRIM16"
"ENSG00000221978",81669,"CCNL2"
"ENSG00000221994",57232,"ZNF630"
"ENSG00000223547",284391,"ZNF844"
"ENSG00000223614",730291,"ZNF735"
"ENSG00000225614",84627,"ZNF469"
"ENSG00000225830",2074,"ERCC6"
"ENSG00000227124",100131827,"ZNF717"
"ENSG00000229544",390010,"NKX1-2"
"ENSG00000229676",57615,"ZNF492"
"ENSG00000229809",146542,"ZNF688"
"ENSG00000230797",404281,"YY2"
"ENSG00000230989",3281,"HSBP1"
"ENSG00000232040",114821,"ZBED9"
"ENSG00000232629",3120,"HLA-DQB2"
"ENSG00000232810",7124,"TNF"
"ENSG00000233608",117581,"TWIST2"
"ENSG00000233822",8341,"H2BC15"
"ENSG00000234127",7726,"TRIM26"
"ENSG00000234224",730130,"TMEM229A"
"ENSG00000234284",345462,"ZNF879"
"ENSG00000234444",728927,"ZNF736"
"ENSG00000235109",64288,"ZSCAN31"
"ENSG00000235568",150372,"NFAM1"
"ENSG00000235608",54729,"NKX1-1"
"ENSG00000235750",9674,"KIAA0040"
"ENSG00000236104",9278,"ZBTB22"
"ENSG00000236609",54753,"ZNF853"
"ENSG00000237440",100129842,"ZNF737"
"ENSG00000239306",10432,"RBM14"
"ENSG00000239474",10324,"KLHL41"
"ENSG00000240747",100506243,"KRBOX1"
"ENSG00000241476",6757,"SSX2"
"ENSG00000242259",128977,"C22orf39"
"ENSG00000242441",11036,"GTF2A1L"
"ENSG00000242852",163051,"ZNF709"
"ENSG00000243244",11037,"STON1"
"ENSG00000243660",642819,"ZNF487"
"ENSG00000243678",4831,"NME2"
"ENSG00000243943",84450,"ZNF512"
"ENSG00000244405",2119,"ETV5"
"ENSG00000244687",7335,"UBE2V1"
"ENSG00000245680",92285,"ZNF585B"
"ENSG00000245848",1050,"CEBPA"
"ENSG00000248483",134187,"POU5F2"
"ENSG00000249471",388569,"ZNF324B"
"ENSG00000249709",163050,"ZNF564"
"ENSG00000249961",283847,"TERB1"
"ENSG00000250067",374887,"YJEFN3"
"ENSG00000250312",255403,"ZNF718"
"ENSG00000250571",2738,"GLI4"
"ENSG00000251192",641339,"ZNF674"
"ENSG00000251247",25850,"ZNF345"
"ENSG00000251369",162972,"ZNF550"
"ENSG00000251493",2297,"FOXD1"
"ENSG00000253293",3206,"HOXA10"
"ENSG00000253729",5591,"PRKDC"
"ENSG00000253831",440695,"ETV3L"
"ENSG00000254004",339324,"ZNF260"
"ENSG00000254553",NA,""
"ENSG00000255073",NA,"ZFP91-CNTF"
"ENSG00000255150",493861,"EID3"
"ENSG00000255302",23741,"EID1"
"ENSG00000256087",9668,"ZNF432"
"ENSG00000256223",7556,"ZNF10"
"ENSG00000256229",90649,"ZNF486"
"ENSG00000256294",7768,"ZNF225"
"ENSG00000256463",27164,"SALL3"
"ENSG00000256683",59348,"ZNF350"
"ENSG00000256771",56242,"ZNF253"
"ENSG00000257446",729747,"ZNF878"
"ENSG00000257591",90589,"ZNF625"
"ENSG00000257923",1523,"CUX1"
"ENSG00000258289",91612,"CHURC1"
"ENSG00000258405",147660,"ZNF578"
"ENSG00000258653",NA,""
"ENSG00000258659",53840,"TRIM34"
"ENSG00000258873",503835,"DUXA"
"ENSG00000259529",NA,""
"ENSG00000259956",29890,"RBM15B"
"ENSG00000260027",3217,"HOXB7"
"ENSG00000260428",642658,"SCX"
"ENSG00000261221",100507290,"ZNF865"
"ENSG00000261611",NA,""
"ENSG00000261678",83482,"SCRT1"
"ENSG00000261787",100129654,"TCF24"
"ENSG00000262814",6182,"MRPL12"
"ENSG00000263001",2969,"GTF2I"
"ENSG00000263002",10780,"ZNF234"
"ENSG00000264522",56957,"OTUD7B"
"ENSG00000264668",NA,""
"ENSG00000265763",118738,"ZNF488"
"ENSG00000265817",100861412,"FSBP"
"ENSG00000265972",10628,"TXNIP"
"ENSG00000266265",136259,"KLF14"
"ENSG00000266412",8031,"NCOA4"
"ENSG00000267041",342892,"ZNF850"
"ENSG00000267508",26974,"ZNF285"
"ENSG00000267645",NA,""
"ENSG00000267680",7767,"ZNF224"
"ENSG00000268009",6759,"SSX4"
"ENSG00000268447",727837,"SSX2B"
"ENSG00000268738",100130086,"HSFX2"
"ENSG00000269067",388523,"ZNF728"
"ENSG00000269335",8517,"IKBKG"
"ENSG00000269343",100293516,"ZNF587B"
"ENSG00000269404",6689,"SPIB"
"ENSG00000269502",63947,"DMRTC1"
"ENSG00000269699",23619,"ZIM2"
"ENSG00000269791",548313,"SSX4B"
"ENSG00000269858",112398,"EGLN2"
"ENSG00000270011",100529215,"ZNF559-ZNF177"
"ENSG00000270647",8148,"TAF15"
"ENSG00000272047",404672,"GTF2H5"
"ENSG00000272333",9757,"KMT2B"
"ENSG00000272602",152687,"ZNF595"
"ENSG00000272886",55802,"DCP1A"
"ENSG00000273611",9326,"ZNHIT3"
"ENSG00000273706",3975,"LHX1"
"ENSG00000274349",26149,"ZNF658"
"ENSG00000275004",140883,"ZNF280B"
"ENSG00000275023",4302,"MLLT6"
"ENSG00000275111",7549,"ZNF2"
"ENSG00000275183",94059,"LENG9"
"ENSG00000275410",6928,"HNF1B"
"ENSG00000275700",26574,"AATF"
"ENSG00000276043",29128,"UHRF1"
"ENSG00000276234",6871,"TADA2A"
"ENSG00000276644",1602,"DACH1"
"ENSG00000277258",7703,"PCGF2"
"ENSG00000278129",7554,"ZNF8"
"ENSG00000278318",7772,"ZNF229"
"ENSG00000278570",10002,"NR2E3"
"ENSG00000280987",9782,""
