"EnsemblID","GeneName","Hsap","Anan","Capa","Caty","Ccap","Cjac","Csab","Ggor","Mfas","Mleu","Mmul","Mmur","Mnem","Nleu","Ogar","Ppyg","Panu","Pcoq","Ppan","Psim","Ptep","Ptro","Rbie","Rrox","Sbbo","Tgel","Tsyr","number.of.NAs"
"ENSG00000008838","MED24","ENST00000394128.7","ENSANAT00000041551.1","ENSCANT00000062667.1","ENSCATT00000050073.1","ENSCCAT00000047484.1",NA,"ENSCSAT00000000785.1","ENSGGOT00000051468.1","ENSMFAT00000005639.1","ENSMLET00000061967.1","ENSMMUT00000041559.3","ENSMICT00000048806.2","ENSMNET00000032146.1","ENSNLET00000053103.1","ENSOGAT00000010944.2","ENSPPYT00000009899.2","ENSPANT00000055224.1","ENSPCOT00000025438.1","ENSPPAT00000040188.1","ENSPSMT00000017516.1","ENSPTET00000020643.1","ENSPTRT00000109275.1","ENSRBIT00000053832.1","ENSRROT00000053728.1","ENSSBOT00000044758.1","ENSTGET00000007856.1","ENSTSYT00000036120.1",1
"ENSG00000009307","CSDE1","ENST00000358528.9","ENSANAT00000031375.1","ENSCANT00000046368.1","ENSCATT00000051441.1","ENSCCAT00000055700.1","ENSCJAT00000085649.1","ENSCSAT00000016872.1","ENSGGOT00000002180.3","ENSMFAT00000009524.1","ENSMLET00000052835.1","ENSMMUT00000101767.1","ENSMICT00000044553.2","ENSMNET00000069977.1","ENSNLET00000048861.1","ENSOGAT00000012133.2","ENSPPYT00000001200.2","ENSPANT00000036917.1","ENSPCOT00000023230.1","ENSPPAT00000029098.1","ENSPSMT00000023739.1","ENSPTET00000046243.1","ENSPTRT00000066905.3","ENSRBIT00000052352.1","ENSRROT00000064090.1","ENSSBOT00000056114.1","ENSTGET00000009707.1","ENSTSYT00000031384.1",0
"ENSG00000009709","PAX7","ENST00000420770.7","ENSANAT00000058395.1","ENSCANT00000043060.1","ENSCATT00000034730.1","ENSCCAT00000056959.1","ENSCJAT00000014784.4","ENSCSAT00000017663.1","ENSGGOT00000034211.2","ENSMFAT00000027165.1","ENSMLET00000052114.1","ENSMMUT00000024536.4","ENSMICT00000027486.2","ENSMNET00000047370.1","ENSNLET00000009960.2","ENSOGAT00000016381.2","ENSPPYT00000002151.1","ENSPANT00000058666.1","ENSPCOT00000014461.1","ENSPPAT00000037473.1","ENSPSMT00000007760.1","ENSPTET00000002674.1","ENSPTRT00000000521.6","ENSRBIT00000040961.1","ENSRROT00000032089.1","ENSSBOT00000038509.1","ENSTGET00000036600.1","ENSTSYT00000039125.1",0
"ENSG00000009950","MLXIPL","ENST00000313375.8","ENSANAT00000015178.1","ENSCANT00000032078.1","ENSCATT00000037131.1","ENSCCAT00000048341.1","ENSCJAT00000032719.4","ENSCSAT00000016271.1","ENSGGOT00000017022.3",NA,"ENSMLET00000052340.1","ENSMMUT00000042365.3","ENSMICT00000054619.2","ENSMNET00000037480.1",NA,"ENSOGAT00000015016.2","ENSPPYT00000020389.2","ENSPANT00000050138.1","ENSPCOT00000039425.1","ENSPPAT00000053337.1",NA,"ENSPTET00000023438.1","ENSPTRT00000035632.4","ENSRBIT00000018750.1",NA,"ENSSBOT00000037501.1","ENSTGET00000006362.1",NA,5
"ENSG00000009954","BAZ1B","ENST00000339594.9","ENSANAT00000028690.1","ENSCANT00000025878.1","ENSCATT00000057238.1","ENSCCAT00000038890.1","ENSCJAT00000032924.4","ENSCSAT00000016264.1","ENSGGOT00000016617.3","ENSMFAT00000065352.1","ENSMLET00000053020.1","ENSMMUT00000085832.1","ENSMICT00000028390.2","ENSMNET00000037693.1","ENSNLET00000011448.2","ENSOGAT00000002374.2","ENSPPYT00000020391.2","ENSPANT00000013834.2","ENSPCOT00000042876.1","ENSPPAT00000015057.1","ENSPSMT00000033803.1","ENSPTET00000023690.1","ENSPTRT00000035623.5","ENSRBIT00000043190.1","ENSRROT00000046594.1","ENSSBOT00000043173.1","ENSTGET00000006720.1","ENSTSYT00000006066.2",0
"ENSG00000010030","ETV7","ENST00000340181.9","ENSANAT00000050884.1","ENSCANT00000029797.1","ENSCATT00000067953.1","ENSCCAT00000030366.1","ENSCJAT00000108454.1","ENSCSAT00000008322.1","ENSGGOT00000024575.2","ENSMFAT00000026501.1",NA,"ENSMMUT00000000986.4",NA,"ENSMNET00000066416.1",NA,NA,"ENSPPYT00000019243.1","ENSPANT00000032350.1",NA,"ENSPPAT00000021857.1",NA,"ENSPTET00000046681.1","ENSPTRT00000033469.6","ENSRBIT00000059134.1","ENSRROT00000041923.1","ENSSBOT00000043586.1","ENSTGET00000044049.1",NA,7
"ENSG00000010244","ZNF207","ENST00000394670.8","ENSANAT00000050275.1","ENSCANT00000048313.1","ENSCATT00000040530.1","ENSCCAT00000044096.1","ENSCJAT00000028045.3","ENSCSAT00000004417.1","ENSGGOT00000068249.1","ENSMFAT00000023300.1","ENSMLET00000019861.1","ENSMMUT00000072857.2","ENSMICT00000043456.2","ENSMNET00000061009.1","ENSNLET00000050816.1","ENSOGAT00000001200.2","ENSPPYT00000009543.1","ENSPANT00000033645.1","ENSPCOT00000028477.1","ENSPPAT00000040821.1","ENSPSMT00000027862.1","ENSPTET00000005800.1","ENSPTRT00000079276.1","ENSRBIT00000037100.1","ENSRROT00000052254.1","ENSSBOT00000035771.1","ENSTGET00000021057.1","ENSTSYT00000030330.1",0
"ENSG00000010318","PHF7","ENST00000327906.8","ENSANAT00000024370.1","ENSCANT00000052500.1","ENSCATT00000067942.1","ENSCCAT00000047608.1","ENSCJAT00000012458.2","ENSCSAT00000011556.1","ENSGGOT00000046150.1","ENSMFAT00000000545.1","ENSMLET00000030592.1","ENSMMUT00000023876.4","ENSMICT00000026550.2","ENSMNET00000051072.1","ENSNLET00000009110.3","ENSOGAT00000012065.2","ENSPPYT00000016064.1","ENSPANT00000017556.2","lcl|XM_012638921.1_cds_XP_012494375.1_1 ","ENSPPAT00000049660.1","ENSPSMT00000009720.1","ENSPTET00000056235.1","ENSPTRT00000028075.2","ENSRBIT00000042629.1","ENSRROT00000053843.1","ENSSBOT00000018454.1","ENSTGET00000002840.1","ENSTSYT00000013757.2",0
"ENSG00000010539","ZNF200","ENST00000414144.7","ENSANAT00000030737.1",NA,"ENSCATT00000051887.1","ENSCCAT00000028939.1","ENSCJAT00000030324.4","ENSCSAT00000008178.1","ENSGGOT00000029377.2","ENSMFAT00000031774.1","ENSMLET00000051299.1","ENSMMUT00000025250.4","ENSMICT00000026321.2","ENSMNET00000069227.1","ENSNLET00000037877.1","ENSOGAT00000029401.1","ENSPPYT00000008288.2","ENSPANT00000007531.2","ENSPCOT00000022945.1","ENSPPAT00000034504.1","ENSPSMT00000028502.1","ENSPTET00000016804.1","ENSPTRT00000080005.1","ENSRBIT00000053727.1","ENSRROT00000045076.1","ENSSBOT00000043181.1","ENSTGET00000038006.1","ENSTSYT00000047916.1",1
"ENSG00000010803","SCMH1","ENST00000326197.11","ENSANAT00000037033.1","ENSCANT00000047082.1","ENSCATT00000050709.1","ENSCCAT00000037441.1","ENSCJAT00000005858.3","ENSCSAT00000017377.1","ENSGGOT00000017248.3","ENSMFAT00000005960.1","ENSMLET00000049698.1","ENSMMUT00000024052.4","ENSMICT00000038885.2","ENSMNET00000011627.1","ENSNLET00000044111.1","ENSOGAT00000015406.2","ENSPPYT00000033998.1","ENSPANT00000048614.1","ENSPCOT00000024809.1","ENSPPAT00000062596.1","ENSPSMT00000021576.1","ENSPTET00000043879.1","ENSPTRT00000104277.1","ENSRBIT00000031221.1","ENSRROT00000065287.1","ENSSBOT00000021063.1","ENSTGET00000036918.1","ENSTSYT00000001330.2",0
"ENSG00000010818","HIVEP2","ENST00000367603.8","ENSANAT00000033504.1","ENSCANT00000033466.1","lcl|XM_012091481.1_cds_XP_011946871.1_1 ","ENSCCAT00000052607.1","ENSCJAT00000037657.3","ENSCSAT00000015154.1","ENSGGOT00000028377.2","ENSMFAT00000021725.1","ENSMLET00000033405.1","ENSMMUT00000011184.4","ENSMICT00000041731.2","ENSMNET00000010264.1","ENSNLET00000019226.2","ENSOGAT00000017077.2","ENSPPYT00000019853.2","ENSPANT00000024848.2","ENSPCOT00000006805.1","ENSPPAT00000065224.1","ENSPSMT00000006875.1","ENSPTET00000037803.1","ENSPTRT00000034465.4","ENSRBIT00000035758.1","ENSRROT00000060347.1","ENSSBOT00000026365.1","ENSTGET00000026504.1","ENSTSYT00000028743.1",0
"ENSG00000011007","ELOA","ENST00000418390.6","ENSANAT00000040696.1","ENSCANT00000045546.1","ENSCATT00000020095.1","ENSCCAT00000056263.1","ENSCJAT00000041166.3","ENSCSAT00000017603.1","ENSGGOT00000015068.3","ENSMFAT00000069024.1","ENSMLET00000062569.1","ENSMMUT00000004493.4","ENSMICT00000005828.3","ENSMNET00000057942.1","ENSNLET00000054021.1","ENSOGAT00000009372.2","ENSPPYT00000002071.2","ENSPANT00000028037.2","ENSPCOT00000015877.1","ENSPPAT00000006374.1","ENSPSMT00000022041.1","ENSPTET00000017221.1","ENSPTRT00000000660.4","ENSRBIT00000012388.1","ENSRROT00000056962.1","ENSSBOT00000031944.1","ENSTGET00000005941.1","ENSTSYT00000043017.1",0
"ENSG00000011052","NME1-NME2","ENST00000555572.1","ENSANAT00000023686.1",NA,NA,NA,NA,NA,NA,"ENSMFAT00000042093.1",NA,"ENSMMUT00000041823.3",NA,"ENSMNET00000059975.1","ENSNLET00000056498.1",NA,NA,"ENSPANT00000000058.2","ENSPCOT00000026998.1","ENSPPAT00000045729.1","ENSPSMT00000014376.1",NA,"ENSPTRT00000017278.5","ENSRBIT00000067267.1","ENSRROT00000011764.1","ENSSBOT00000046890.1",NA,NA,13
"ENSG00000011243","AKAP8L","ENST00000397410.10","ENSANAT00000056808.1","ENSCANT00000051391.1","ENSCATT00000056429.1","ENSCCAT00000054512.1","ENSCJAT00000004267.3","ENSCSAT00000004124.1","ENSGGOT00000013506.3","ENSMFAT00000001927.1","ENSMLET00000046978.1","ENSMMUT00000073178.2","ENSMICT00000055181.2","ENSMNET00000066580.1","ENSNLET00000006739.2","ENSOGAT00000010950.2","ENSPPYT00000033805.1","ENSPANT00000003299.3","ENSPCOT00000019440.1","ENSPPAT00000035481.1","ENSPSMT00000014943.1","ENSPTET00000051239.1","ENSPTRT00000019593.6","ENSRBIT00000042959.1","ENSRROT00000039664.1","ENSSBOT00000046341.1","ENSTGET00000012674.1","ENSTSYT00000035320.1",0
"ENSG00000011258","MBTD1","ENST00000586178.6","ENSANAT00000030735.1","ENSCANT00000046999.1","ENSCATT00000014235.1","ENSCCAT00000025637.1","ENSCJAT00000035959.4","ENSCSAT00000003549.1","ENSGGOT00000025817.2","ENSMFAT00000027756.1","ENSMLET00000055605.1","ENSMMUT00000002749.4","ENSMICT00000060760.1","ENSMNET00000052956.1","ENSNLET00000035677.1","ENSOGAT00000000410.2","lcl|XM_024234986.1_cds_XP_024090754.1_1 ","ENSPANT00000053388.1","ENSPCOT00000028744.1","ENSPPAT00000031430.1","ENSPSMT00000014275.1","ENSPTET00000057584.1","ENSPTRT00000084348.1","ENSRBIT00000039505.1","ENSRROT00000055867.1","ENSSBOT00000010316.1","ENSTGET00000036236.1","ENSTSYT00000006010.2",0
"ENSG00000011304","PTBP1","ENST00000356948.11","ENSANAT00000060499.1","ENSCANT00000054623.1","ENSCATT00000043246.1","ENSCCAT00000034449.1","ENSCJAT00000058600.3","ENSCSAT00000010847.1","ENSGGOT00000047811.1","ENSMFAT00000026439.1","ENSMLET00000016384.1","ENSMMUT00000067487.2","ENSMICT00000033490.2","ENSMNET00000032893.1","ENSNLET00000001202.2",NA,"ENSPPYT00000010839.2","ENSPANT00000017424.2","ENSPCOT00000018222.1",NA,"ENSPSMT00000038210.1","ENSPTET00000050611.1","ENSPTRT00000103665.1","ENSRBIT00000065878.1","ENSRROT00000018614.1","ENSSBOT00000053459.1","ENSTGET00000013342.1",NA,3
"ENSG00000011332","DPF1","ENST00000355526.8","ENSANAT00000029228.1",NA,"ENSCATT00000060875.1","ENSCCAT00000042962.1","ENSCJAT00000026278.4","ENSCSAT00000002146.1","ENSGGOT00000056724.1","ENSMFAT00000004460.1","ENSMLET00000039269.1","ENSMMUT00000004944.4","ENSMICT00000053609.2","ENSMNET00000064088.1","ENSNLET00000021595.3","ENSOGAT00000029314.1","ENSPPYT00000011547.2","ENSPANT00000001919.2","ENSPCOT00000020499.1","ENSPPAT00000063031.1","ENSPSMT00000030016.1","ENSPTET00000007091.1","ENSPTRT00000108708.1",NA,"ENSRROT00000063702.1",NA,"ENSTGET00000008914.1","ENSTSYT00000014468.2",3
"ENSG00000011451","WIZ","ENST00000673675.1",NA,NA,NA,NA,"ENSCJAT00000105155.1",NA,NA,NA,NA,NA,NA,NA,NA,"ENSOGAT00000010957.2","ENSPPYT00000011263.2",NA,NA,NA,"ENSPSMT00000014845.1","ENSPTET00000051109.1",NA,NA,NA,"ENSSBOT00000021626.1","ENSTGET00000012921.1",NA,19
"ENSG00000011590","ZBTB32","ENST00000392197.7","ENSANAT00000050910.1","ENSCANT00000039152.1","ENSCATT00000022575.1","ENSCCAT00000000810.1","ENSCJAT00000019666.4","ENSCSAT00000002424.1","ENSGGOT00000016847.3","ENSMFAT00000026877.1","ENSMLET00000026866.1","ENSMMUT00000003370.3",NA,"ENSMNET00000050605.1","ENSNLET00000014410.2",NA,"ENSPPYT00000011488.1","ENSPANT00000052971.1",NA,"ENSPPAT00000038882.1",NA,"ENSPTET00000019964.1","ENSPTRT00000020101.4","ENSRBIT00000050293.1","lcl|XM_030913653.1_cds_XP_030769513.1_1 ","ENSSBOT00000034676.1","ENSTGET00000014387.1",NA,5
"ENSG00000012048","BRCA1","ENST00000357654.9","ENSANAT00000022080.1","ENSCANT00000040843.1","ENSCATT00000068456.1","ENSCCAT00000034691.1","ENSCJAT00000025266.4",NA,"ENSGGOT00000009879.3","ENSMFAT00000033764.1","ENSMLET00000038096.1","ENSMMUT00000001882.4",NA,"ENSMNET00000045300.1","ENSNLET00000015362.2",NA,"ENSPPYT00000009779.2","ENSPANT00000012331.2",NA,"ENSPPAT00000038393.1",NA,"ENSPTET00000028390.1","ENSPTRT00000016988.5","ENSRBIT00000065221.1","ENSRROT00000057959.1","ENSSBOT00000039036.1","ENSTGET00000018281.1",NA,6
"ENSG00000012504","NR1H4","ENST00000392986.8","ENSANAT00000043221.1","ENSCANT00000011747.1","ENSCATT00000063504.1","ENSCCAT00000023984.1","ENSCJAT00000004033.4","ENSCSAT00000001480.1","ENSGGOT00000045478.1","ENSMFAT00000023782.1","ENSMLET00000028492.1","ENSMMUT00000005050.4","ENSMICT00000047162.2","ENSMNET00000033400.1","ENSNLET00000007774.2","ENSOGAT00000007878.2","ENSPPYT00000005769.2","ENSPANT00000051606.1","ENSPCOT00000024226.1","ENSPPAT00000030296.1","ENSPSMT00000023290.1","ENSPTET00000010062.1","ENSPTRT00000009829.6","ENSRBIT00000041997.1","ENSRROT00000058070.1","ENSSBOT00000025351.1","ENSTGET00000008526.1","ENSTSYT00000043467.1",0
"ENSG00000012817","KDM5D","ENST00000317961.9",NA,NA,NA,"ENSCCAT00000053887.1","lcl|XM_035289843.1_cds_XP_035145734.1_1 ","ENSCSAT00000016415.1",NA,NA,NA,"ENSMMUT00000071070.2",NA,NA,NA,NA,NA,"lcl|XM_031661096.1_cds_XP_031516956.1_1 ",NA,NA,NA,"ENSPTET00000012115.1","ENSPTRT00000097701.1",NA,NA,NA,NA,NA,19
"ENSG00000012822","CALCOCO1","ENST00000550804.6","ENSANAT00000027429.1","ENSCANT00000016446.1","ENSCATT00000034398.1","ENSCCAT00000051841.1","ENSCJAT00000036874.3","ENSCSAT00000003497.1","ENSGGOT00000046603.1","ENSMFAT00000023553.1","ENSMLET00000029664.1","ENSMMUT00000046479.3","ENSMICT00000027716.2","ENSMNET00000067548.1","ENSNLET00000058440.1","ENSOGAT00000003615.2","ENSPPYT00000005438.2","ENSPANT00000012061.3","ENSPCOT00000041640.1","ENSPPAT00000036329.1","ENSPSMT00000028298.1","ENSPTET00000052754.1","ENSPTRT00000083793.1","ENSRBIT00000032099.1","ENSRROT00000046809.1","ENSSBOT00000052604.1","ENSTGET00000014193.1","ENSTSYT00000001185.2",0
"ENSG00000013503","POLR3B","ENST00000228347.9","ENSANAT00000056903.1","ENSCANT00000058030.1","ENSCATT00000047920.1","ENSCCAT00000040082.1","ENSCJAT00000029260.4","ENSCSAT00000000985.1","ENSGGOT00000049266.1","ENSMFAT00000012451.1","ENSMLET00000033307.1","ENSMMUT00000007335.4","ENSMICT00000035848.2","ENSMNET00000067988.1","ENSNLET00000049389.1","ENSOGAT00000014783.2","ENSPPYT00000005812.2","ENSPANT00000026102.2","ENSPCOT00000017165.1","ENSPPAT00000046941.1","ENSPSMT00000017909.1","ENSPTET00000023906.1","ENSPTRT00000079183.1","ENSRBIT00000038909.1","ENSRROT00000058699.1","ENSSBOT00000050684.1","ENSTGET00000016719.1","ENSTSYT00000014075.2",0
"ENSG00000013561","RNF14","ENST00000394520.7","ENSANAT00000033565.1","ENSCANT00000062450.1","ENSCATT00000002294.1","ENSCCAT00000050822.1","ENSCJAT00000059937.3","ENSCSAT00000010495.1","ENSGGOT00000008583.3","ENSMFAT00000018033.1","ENSMLET00000059535.1","ENSMMUT00000108894.1","ENSMICT00000064249.1","ENSMNET00000060366.1","ENSNLET00000012423.2","ENSOGAT00000003536.2","ENSPPYT00000018493.2","ENSPANT00000011460.2","ENSPCOT00000041049.1","ENSPPAT00000031872.1","ENSPSMT00000036384.1","ENSPTET00000035576.1","ENSPTRT00000050642.4","ENSRBIT00000040041.1","ENSRROT00000035794.1","ENSSBOT00000049383.1","ENSTGET00000040940.1","ENSTSYT00000002446.2",0
"ENSG00000013619","MAMLD1","ENST00000432680.7","ENSANAT00000034315.1","ENSCANT00000048040.1","ENSCATT00000033966.1","ENSCCAT00000018647.1","ENSCJAT00000099962.1",NA,"ENSGGOT00000016733.3","ENSMFAT00000019366.1","ENSMLET00000043249.1","ENSMMUT00000085653.1",NA,"ENSMNET00000036493.1","ENSNLET00000017270.2",NA,NA,"ENSPANT00000056358.1",NA,"ENSPPAT00000065921.1",NA,NA,"ENSPTRT00000081897.1","ENSRBIT00000054812.1","ENSRROT00000058867.1",NA,NA,NA,10
"ENSG00000014164","ZC3H3","ENST00000262577.6","ENSANAT00000019771.1","ENSCANT00000040910.1","ENSCATT00000024133.1","ENSCCAT00000052369.1","ENSCJAT00000042155.4","ENSCSAT00000007141.1","ENSGGOT00000054778.1","ENSMFAT00000029334.1","ENSMLET00000051390.1","ENSMMUT00000080820.1",NA,"ENSMNET00000034217.1","ENSNLET00000002107.3",NA,"ENSPPYT00000022086.2","ENSPANT00000021978.2",NA,"ENSPPAT00000047459.1",NA,"ENSPTET00000036669.1","ENSPTRT00000110348.1","ENSRBIT00000056070.1","ENSRROT00000058299.1","ENSSBOT00000026676.1","ENSTGET00000024793.1",NA,5
"ENSG00000014824","SLC30A9","ENST00000264451.12","ENSANAT00000035993.1","ENSCANT00000058491.1","ENSCATT00000043258.1","ENSCCAT00000046339.1","ENSCJAT00000060427.3","ENSCSAT00000015193.1","ENSGGOT00000001874.4","ENSMFAT00000008290.1","ENSMLET00000032890.1","ENSMMUT00000067013.2","ENSMICT00000016315.3","ENSMNET00000061281.1","ENSNLET00000022013.2","ENSOGAT00000000502.2","ENSPPYT00000017087.1","ENSPANT00000019749.2","ENSPCOT00000021442.1","ENSPPAT00000049234.1","ENSPSMT00000038249.1","ENSPTET00000036082.1","ENSPTRT00000046447.5","ENSRBIT00000058131.1","ENSRROT00000069645.1","ENSSBOT00000018857.1","ENSTGET00000004821.1","ENSTSYT00000002154.2",0
"ENSG00000015153","YAF2","ENST00000534854.7","ENSANAT00000025611.1","ENSCANT00000061376.1","ENSCATT00000045256.1","ENSCCAT00000020549.1","ENSCJAT00000034632.2",NA,"ENSGGOT00000007260.3","ENSMFAT00000034637.1","ENSMLET00000046427.1","lcl|XM_015151457.2_cds_XP_015006943.1_1 ","ENSMICT00000060205.1","ENSMNET00000034324.1","ENSNLET00000022902.3","ENSOGAT00000030645.1","ENSPPYT00000005244.2","ENSPANT00000041559.1","ENSPCOT00000030642.1","ENSPPAT00000043994.1","ENSPSMT00000024254.1","ENSPTET00000026379.1","ENSPTRT00000090356.1","ENSRBIT00000032510.1","ENSRROT00000063471.1","ENSSBOT00000014002.1","ENSTGET00000009728.1",NA,2
"ENSG00000015171","ZMYND11","ENST00000381604.9","ENSANAT00000036802.1","ENSCANT00000048179.1","ENSCATT00000022452.1","ENSCCAT00000053626.1","ENSCJAT00000036332.4",NA,"ENSGGOT00000066376.1","ENSMFAT00000019857.1","ENSMLET00000037441.1","ENSMMUT00000087250.1","ENSMICT00000034454.2","ENSMNET00000017227.1","ENSNLET00000057434.1",NA,"ENSPPYT00000002420.2","ENSPANT00000048788.1",NA,"ENSPPAT00000062309.1","ENSPSMT00000013052.1","ENSPTET00000027969.1","ENSPTRT00000004081.5","ENSRBIT00000067157.1","ENSRROT00000043104.1","ENSSBOT00000045002.1","ENSTGET00000030087.1","ENSTSYT00000044486.1",3
"ENSG00000015479","MATR3","ENST00000394805.8","ENSANAT00000027821.1",NA,"ENSCATT00000061539.1","ENSCCAT00000032559.1","ENSCJAT00000013611.3","ENSCSAT00000011169.1",NA,NA,"ENSMLET00000058176.1","ENSMMUT00000041032.3","ENSMICT00000050935.2","ENSMNET00000064852.1","ENSNLET00000032396.2","ENSOGAT00000010614.2","ENSPPYT00000018417.2",NA,"ENSPCOT00000037498.1",NA,NA,"ENSPTET00000045350.1","ENSPTRT00000032001.6",NA,"ENSRROT00000056098.1","ENSSBOT00000044889.1","ENSTGET00000035640.1","ENSTSYT00000041610.1",7
"ENSG00000016082","ISL1","ENST00000230658.12","ENSANAT00000019152.1","ENSCANT00000061293.1","ENSCATT00000052021.1","ENSCCAT00000022378.1","ENSCJAT00000021146.4","ENSCSAT00000014805.1","ENSGGOT00000009626.3","ENSMFAT00000030239.1","ENSMLET00000028561.1","ENSMMUT00000005645.4","ENSMICT00000001869.3","ENSMNET00000060766.1","ENSNLET00000013701.2","ENSOGAT00000026413.1","ENSPPYT00000017964.1","ENSPANT00000002183.2","ENSPCOT00000023481.1","ENSPPAT00000044755.1","ENSPSMT00000016323.1","ENSPTET00000030009.1","ENSPTRT00000031273.5","ENSRBIT00000030651.1","ENSRROT00000034226.1","ENSSBOT00000043121.1","ENSTGET00000017523.1","ENSTSYT00000007902.2",0
"ENSG00000018189","RUFY3","ENST00000381006.8","ENSANAT00000056344.1","ENSCANT00000039984.1",NA,"ENSCCAT00000022655.1","ENSCJAT00000028400.4",NA,"ENSGGOT00000029696.2","ENSMFAT00000018432.1","ENSMLET00000063329.1","lcl|XM_015138569.2_cds_XP_014994055.1_1 ","ENSMICT00000036054.2","ENSMNET00000051678.1","ENSNLET00000047810.1","ENSOGAT00000008596.2","ENSPPYT00000017215.1","ENSPANT00000027704.2","ENSPCOT00000036357.1","ENSPPAT00000045415.1","ENSPSMT00000024641.1","ENSPTET00000013122.1","ENSPTRT00000004786.4","ENSRBIT00000004958.1","ENSRROT00000058304.1","ENSSBOT00000051742.1","ENSTGET00000024559.1","ENSTSYT00000005252.2",2
"ENSG00000018408","WWTR1","ENST00000360632.8","ENSANAT00000041675.1","ENSCANT00000053012.1","ENSCATT00000055766.1","ENSCCAT00000048157.1","ENSCJAT00000002483.3","ENSCSAT00000009594.1","ENSGGOT00000000215.3","ENSMFAT00000067834.1","ENSMLET00000047190.1","ENSMMUT00000073995.2","ENSMICT00000072659.1","ENSMNET00000033618.1","ENSNLET00000003931.2","ENSOGAT00000034137.1","ENSPPYT00000016508.2","ENSPANT00000005738.2","ENSPCOT00000031079.1","ENSPPAT00000055018.1","ENSPSMT00000011738.1","ENSPTET00000008345.1","ENSPTRT00000047540.4","ENSRBIT00000041357.1","ENSRROT00000029166.1","ENSSBOT00000027941.1","ENSTGET00000009996.1","ENSTSYT00000007168.2",0
"ENSG00000018869","ZNF582","ENST00000301310.8","ENSANAT00000034165.1","ENSCANT00000050869.1","ENSCATT00000051237.1","ENSCCAT00000033289.1","ENSCJAT00000039831.3","ENSCSAT00000016859.1","ENSGGOT00000003556.3","ENSMFAT00000013461.1","ENSMLET00000036275.1","ENSMMUT00000000524.4","ENSMICT00000034667.2","ENSMNET00000031546.1","ENSNLET00000013779.2",NA,"ENSPPYT00000012149.2","ENSPANT00000008638.2","ENSPCOT00000017809.1","ENSPPAT00000034837.1","ENSPSMT00000028358.1","ENSPTET00000000990.1","ENSPTRT00000021512.5","ENSRBIT00000060941.1","ENSRROT00000049777.1","ENSSBOT00000031474.1","ENSTGET00000020763.1","ENSTSYT00000032187.1",1
"ENSG00000019485","PRDM11","ENST00000530656.5","ENSANAT00000060187.1","ENSCANT00000063518.1","ENSCATT00000016861.1","ENSCCAT00000038942.1","ENSCJAT00000022386.3","ENSCSAT00000003631.1","ENSGGOT00000017151.3","ENSMFAT00000001558.1","ENSMLET00000006849.1",NA,"ENSMICT00000014126.3","ENSMNET00000031777.1","ENSNLET00000022939.3","ENSOGAT00000004589.2",NA,"ENSPANT00000049371.1","ENSPCOT00000000336.1","ENSPPAT00000064483.1",NA,NA,"ENSPTRT00000006650.5","ENSRBIT00000053010.1","ENSRROT00000067110.1","ENSSBOT00000000751.1",NA,NA,6
"ENSG00000019549","SNAI2","ENST00000020945.4","ENSANAT00000023925.1","ENSCANT00000035434.1","ENSCATT00000033172.1","ENSCCAT00000030054.1","ENSCJAT00000026248.3","ENSCSAT00000012882.1","ENSGGOT00000000966.3","ENSMFAT00000014021.1","ENSMLET00000043896.1","ENSMMUT00000022753.4","lcl|XM_012790035.1_cds_XP_012645489.1_1 ","ENSMNET00000045086.1","ENSNLET00000017081.2","lcl|XM_003801631.3_cds_XP_003801679.1_1 ","ENSPPYT00000021667.2","ENSPANT00000017093.2","ENSPCOT00000019268.1","ENSPPAT00000017162.1",NA,"ENSPTET00000040577.1","ENSPTRT00000037496.4","ENSRBIT00000058924.1","ENSRROT00000040390.1","ENSSBOT00000056453.1","ENSTGET00000020785.1","ENSTSYT00000035033.1",1
"ENSG00000020256","ZFP64","ENST00000216923.5","ENSANAT00000052209.1","ENSCANT00000048988.1","ENSCATT00000063574.1","ENSCCAT00000049728.1","ENSCJAT00000054636.3","ENSCSAT00000013369.1","ENSGGOT00000068595.1","ENSMFAT00000010784.1","ENSMLET00000047714.1","ENSMMUT00000110299.1","ENSMICT00000050259.2","ENSMNET00000059267.1","ENSNLET00000008957.3","ENSOGAT00000005194.2",NA,"ENSPANT00000002221.2",NA,"ENSPPAT00000033898.1","ENSPSMT00000021488.1","ENSPTET00000015560.1","ENSPTRT00000025409.6","ENSRBIT00000021917.1","ENSRROT00000063411.1","ENSSBOT00000036954.1","ENSTGET00000021393.1","ENSTSYT00000039925.1",2
"ENSG00000020426","MNAT1","ENST00000261245.9","ENSANAT00000024050.1","ENSCANT00000043134.1","ENSCATT00000037951.1","ENSCCAT00000049750.1","ENSCJAT00000037543.3","ENSCSAT00000012259.1","ENSGGOT00000009161.3","ENSMFAT00000020770.1",NA,"ENSMMUT00000068247.2","ENSMICT00000050180.2","ENSMNET00000039231.1","ENSNLET00000017593.2","ENSOGAT00000016090.2","ENSPPYT00000006941.2",NA,"ENSPCOT00000026559.1","ENSPPAT00000043641.1","ENSPSMT00000043143.1","ENSPTET00000000991.1","ENSPTRT00000102082.1","ENSRBIT00000042416.1","ENSRROT00000047984.1","ENSSBOT00000023973.1","ENSTGET00000022060.1",NA,3
